338
64 10 1 2 4 -2 4 -2 -1 2 4 4
-64 10 1 2 -1 -2 4 3 4 4 -3 4
64 10 1 2 4 2 4 4 -2 -1 4 -2
128 10 1 4 2 -1 4 4 -2 -2 4 2
-64 10 1 2 3 -2 4 -1 -3 4 4 4
128 10 1 2 3 4 4 -3 -2 -1 4 4
128 10 1 1 4 1 4 -1 -1 4 -1 4
-64 10 1 2 4 2 -1 -2 4 -2 4 4
64 10 1 2 4 -2 -2 4 2 4 -1 4
64 10 1 4 2 2 4 -2 4 -2 -1 4
128 10 1 2 2 4 4 -1 4 -2 -2 4
-256 10 1 1 4 4 4 4 -1 4 -1 -4
128 10 1 2 4 4 -2 -2 -1 4 4 2
64 10 1 2 3 4 4 -2 4 -3 -1 4
-64 10 1 2 4 4 -2 4 2 -1 4 -2
128 10 1 4 -1 4 4 -1 4 4 1 -4
128 10 1 2 -1 2 4 -2 -2 4 4 4
32 10 1 2 4 3 4 -1 -3 4 -2 4
-64 10 1 2 -1 -2 4 -2 4 2 4 4
128 10 1 4 2 2 4 -1 4 4 -2 -2
128 10 1 2 4 -2 -2 4 4 -1 4 2
128 10 1 1 4 1 4 -1 4 -1 -1 4
64 10 1 2 -1 4 4 -2 4 -2 4 2
64 10 1 2 4 -2 4 -1 2 4 -2 4
-64 10 1 2 3 4 4 -1 -2 -3 4 4
64 10 1 2 4 3 4 -2 -1 4 -3 4
-128 10 1 2 4 4 -1 4 4 4 -2 -4
-128 10 1 4 -1 4 1 -4 -1 4 4 4
128 10 1 4 -1 4 4 4 -1 4 1 -4
128 10 1 2 -1 4 -2 -2 4 4 4 2
-64 10 1 2 4 4 2 -1 4 -2 4 -2
256 10 1 1 4 -1 -4 -1 4 4 4 4
64 10 1 2 4 -2 -1 -2 4 4 2 4
64 10 1 2 3 4 -2 -1 4 4 -3 4
-256 10 1 1 4 4 -1 4 4 4 -1 -4
-64 10 1 2 -1 -2 4 4 2 4 -2 4
64 10 1 2 -1 2 4 -2 4 -2 4 4
64 10 1 2 4 -2 -2 4 -1 4 2 4
32 10 1 2 4 3 4 -2 4 -1 -3 4
64 10 1 4 2 2 -1 4 -2 4 -2 4
-128 10 1 2 -4 -2 4 -1 4 4 4 4
-128 10 1 2 3 -1 4 4 4 4 -3 -2
128 10 1 2 4 -1 4 4 -2 -2 4 2
