19
64 8 1 1 4 -1 4 4 -1 4
128 8 1 1 4 4 -1 -1 4 4
32 8 1 2 4 -2 4 -1 4 4
32 8 1 4 2 4 -2 4 -1 4
32 8 1 2 4 -1 4 -2 4 4
64 8 1 1 4 -1 4 -1 4 4
32 8 1 4 1 4 -1 4 -1 4
64 8 1 2 4 -2 -1 4 4 4
32 8 1 2 4 4 -1 4 -2 4
-128 8 1 4 4 4 4 4 -1 -4
128 8 1 1 4 -1 -1 4 4 4
32 8 1 2 4 -1 4 4 -2 4
32 8 1 4 2 4 -1 4 -2 4
32 8 1 2 4 4 -2 4 -1 4
64 8 1 1 4 4 -1 4 -1 4
32 8 1 4 -1 4 1 4 -1 4
-64 8 1 2 -1 -2 4 4 4 4
32 8 1 2 4 -2 4 4 -1 4
64 8 1 2 4 4 -2 -1 4 4
