j,l,trajectory,M,S,D
1096,1,"1 2 4 4 -2 -1 4 4 2 4 4 -2",24,1,256
1097,1,"1 4 2 4 -2 -2 4 -1 4 2 4 4",24,1,256
1098,1,"1 2 2 4 -1 4 4 4 -2 4 -2 4",24,1,256
1099,1,"1 2 4 4 -1 -2 4 4 -2 4 4 2",24,1,256
1100,1,"1 2 3 4 -3 4 -2 -1 4 4 4 4",48,1,256
1101,1,"1 4 4 2 4 -2 -2 -1 4 4 4 2",24,1,0
1102,1,"1 2 4 4 -2 4 -1 3 4 4 -3 4",24,1,128
1103,1,"1 4 2 4 -1 4 -2 4 -2 4 4 2",24,1,128
1104,1,"1 4 4 2 -1 4 4 -2 -2 4 4 2",24,1,512
1105,1,"1 2 4 -1 4 4 2 4 -2 4 4 -2",24,1,0
1106,1,"1 2 4 4 -2 -1 4 2 4 4 -2 4",24,1,256
1107,1,"1 2 4 3 4 4 -3 -1 4 4 -2 4",48,1,128
1108,1,"1 2 2 4 4 4 -1 -2 4 -2 4 4",24,1,0
1109,1,"1 2 4 -2 4 -2 4 2 4 4 -1 4",24,1,128
1110,1,"1 2 3 -2 -3 -1 4 4 4 4 4 4",48,1,0
1111,1,"1 2 3 4 4 4 4 4 -3 4 -1 -2",48,1,-256
1112,1,"1 2 -1 4 3 4 -3 -2 4 4 4 4",48,1,0
1113,1,"1 2 -1 4 4 4 4 3 -2 4 -3 4",48,1,0
1114,1,"1 2 4 2 4 4 -2 -2 4 -1 4 4",24,1,256
1115,1,"1 2 3 -2 4 4 4 -1 4 4 -3 4",48,1,0
1116,1,"1 2 4 -1 4 3 -2 4 -3 4 4 4",48,1,128
1117,1,"1 2 -1 -2 4 4 4 4 4 -2 4 2",24,1,0
1118,1,"1 2 3 4 -3 4 4 4 -2 -1 4 4",48,1,256
1119,1,"1 2 4 3 -1 4 -2 -3 4 4 4 4",48,1,256
1120,1,"1 2 4 -2 4 2 4 4 -1 4 -2 4",24,1,128
1121,1,"1 2 3 -2 -3 4 4 4 -1 4 4 4",48,1,-256
1122,1,"1 2 3 4 -3 -1 4 -2 4 4 4 4",48,1,256
1123,1,"1 4 2 4 4 4 -1 4 4 4 -2 -4",24,1,0
1124,1,"1 2 2 4 -1 -2 4 4 4 4 -2 4",24,1,0
1125,1,"1 2 -1 -2 4 3 4 4 -3 4 4 4",48,1,-256
1126,1,"1 2 2 4 4 4 -2 4 4 -1 4 -2",24,1,0
1127,1,"1 2 -1 4 4 -2 4 4 3 4 -3 4",48,1,0
1128,1,"1 4 -1 4 4 -1 4 4 4 4 1 -4",6,1,512
1129,1,"1 1 4 -1 4 4 1 4 -1 4 -1 4",6,1,256
1130,1,"1 2 4 2 4 -2 -1 4 4 4 4 -2",24,1,256
1131,1,"1 2 4 -2 4 -1 -2 4 2 4 4 4",24,1,0
1132,1,"1 2 4 -2 4 4 -1 4 4 -2 4 2",24,1,256
1133,1,"1 2 4 4 2 -1 4 4 -2 -2 4 4",24,1,0
1134,1,"1 4 2 2 4 4 -1 4 -2 4 4 -2",24,1,256
1135,1,"1 4 -1 4 4 2 4 2 4 4 -2 -2",24,1,256
1136,1,"1 4 4 4 2 2 -1 4 4 4 -2 -2",12,1,0
1137,1,"1 2 3 4 -3 4 4 -2 -1 4 4 4",48,1,256
1138,1,"1 2 3 4 4 4 -2 4 -3 4 -1 4",48,1,128
1139,1,"1 2 -1 4 4 3 4 -2 -3 4 4 4",48,1,0
1140,1,"1 2 4 3 -1 4 -3 4 4 4 -2 4",48,1,128
1141,1,"1 2 4 2 4 4 -1 -2 4 -2 4 4",12,1,0
1142,1,"1 2 4 -2 -1 4 4 2 4 -2 4 4",24,1,256
1143,1,"1 2 4 4 -2 4 -2 4 4 2 -1 4",24,1,0
1144,1,"1 2 -1 -2 4 -2 4 4 2 4 4 4",24,1,-256
1145,1,"1 2 3 4 -2 4 -1 4 4 -3 4 4",48,1,128
1146,1,"1 2 4 -1 2 4 -2 4 4 -2 4 4",24,1,256
1147,1,"1 4 2 4 -1 4 2 4 4 -2 -2 4",24,1,256
1148,1,"1 2 4 -1 -2 4 4 2 4 -2 4 4",24,1,0
1149,1,"1 2 4 -1 4 -2 -2 4 4 4 2 4",24,1,256
1150,1,"1 2 4 -1 4 4 2 4 4 -2 -2 4",24,1,256
1151,1,"1 4 2 -1 4 4 4 4 -2 -2 4 2",24,1,512
1152,1,"1 2 4 -2 -2 4 -1 4 4 2 4 4",24,1,256
1153,1,"1 4 2 4 -2 -2 4 2 4 -1 4 4",24,1,256
1154,1,"1 2 3 -2 -1 4 4 4 4 4 -3 4",48,1,0
1155,1,"1 2 4 4 4 4 4 4 -1 -4 -2 4",24,1,-512
1156,1,"1 2 2 4 4 -2 -2 4 -1 4 4 4",24,1,512
1157,1,"1 2 3 -1 -2 4 4 4 4 4 -3 4",48,1,-256
1158,1,"1 2 -1 4 -2 4 -2 4 2 4 4 4",24,1,0
1159,1,"1 2 4 -2 4 4 -2 -1 4 4 4 2",24,1,256
1160,1,"1 4 2 4 -2 4 -2 4 2 -1 4 4",24,1,128
1161,1,"1 2 3 -1 4 4 4 4 -3 -2 4 4",48,1,0
1162,1,"1 2 4 -2 -2 4 4 2 4 4 -1 4",24,1,256
1163,1,"1 4 2 2 4 4 -2 4 4 -2 -1 4",24,1,256
1164,1,"1 4 2 4 2 4 -1 4 4 4 -2 -2",24,1,256
1165,1,"1 2 3 4 -1 4 4 -2 4 4 -3 4",48,1,128
1166,1,"1 2 2 4 -2 4 4 -1 -2 4 4 4",24,1,0
1167,1,"1 2 4 4 2 4 -2 4 -1 4 -2 4",24,1,128
1168,1,"1 2 4 4 4 -2 4 4 -2 -1 4 2",24,1,256
1169,1,"1 2 3 4 4 -3 4 4 -2 4 -1 4",48,1,128
1170,1,"1 2 2 4 4 4 4 -2 -1 4 4 -2",24,1,512
1171,1,"1 2 4 4 -2 4 4 -2 -1 4 4 2",24,1,256
1172,1,"1 4 -1 4 1 4 4 4 4 4 -1 -4",6,1,-512
1173,1,"1 2 -1 4 3 4 4 4 4 -2 -3 4",48,1,0
1174,1,"1 1 4 4 -1 4 -1 -1 4 4 1 4",3,1,512
1175,1,"1 4 2 -1 4 2 4 4 4 -2 4 -2",24,1,0
1176,1,"1 4 2 -1 4 4 2 4 -2 4 -2 4",24,1,128
1177,1,"1 2 3 -2 4 4 -3 4 4 4 -1 4",48,1,0
1178,1,"1 1 4 -1 4 -1 -1 4 4 1 4 4",6,1,512
1179,1,"1 4 4 2 2 4 -2 -2 -1 4 4 4",24,1,512
1180,1,"1 2 3 4 4 4 -3 -2 4 4 -1 4",48,1,256
1181,1,"1 2 4 3 -2 4 4 4 -3 -1 4 4",48,1,256
1182,1,"1 2 4 4 4 4 4 4 4 -1 -2 -4",24,1,-1024
1183,1,"1 2 2 -1 4 4 -2 4 -2 4 4 4",24,1,0
1184,1,"1 4 2 4 -2 -1 4 4 4 2 4 -2",24,1,256
1185,1,"1 4 2 2 4 4 4 -2 -1 4 4 -2",24,1,512
1186,1,"1 1 4 1 4 -1 -1 4 4 -1 4 4",6,1,512
1187,1,"1 2 -1 4 -2 4 4 4 4 2 4 -2",24,1,-256
1188,1,"1 4 2 4 4 -2 -2 4 2 4 -1 4",24,1,256
1189,1,"1 2 4 -1 3 4 4 -3 4 -2 4 4",48,1,128
1190,1,"1 2 2 -1 4 4 4 4 -2 -2 4 4",24,1,0
1191,1,"1 2 4 -1 4 4 -2 4 2 4 -2 4",24,1,128
1192,1,"1 2 3 -2 4 -3 4 4 4 -1 4 4",48,1,0
1193,1,"1 2 4 -1 -4 -2 4 4 4 4 4 4",24,1,-512
1194,1,"1 2 2 4 -2 -1 4 4 4 4 -2 4",24,1,512
1195,1,"1 2 3 4 -3 -2 -1 4 4 4 4 4",48,1,512
1196,1,"1 1 4 1 4 4 -1 4 -1 -1 4 4",6,1,512
1197,1,"1 2 -1 -2 4 4 4 4 2 4 -2 4",24,1,-256
1198,1,"1 2 4 4 -2 -2 4 2 4 4 -1 4",24,1,256
1199,1,"1 2 4 4 -2 4 -1 4 4 2 4 -2",24,1,0
1200,1,"1 4 -1 4 4 2 2 4 -2 4 4 -2",24,1,256
1201,1,"1 2 4 -2 -1 2 4 4 4 -2 4 4",24,1,256
1202,1,"1 2 4 4 4 4 -2 -2 -1 4 4 2",24,1,512
1203,1,"1 2 3 4 4 -2 4 -3 -1 4 4 4",48,1,256
1204,1,"1 2 3 4 4 -3 4 -2 4 -1 4 4",48,1,128
1205,1,"1 2 4 -1 4 -2 4 4 4 -2 4 2",24,1,256
1206,1,"1 2 4 -2 4 2 -1 4 -2 4 4 4",24,1,0
1207,1,"1 2 4 4 2 -1 -2 4 4 -2 4 4",24,1,-256
1208,1,"1 2 3 4 4 4 -2 -3 -1 4 4 4",48,1,256
1209,1,"1 1 1 4 -1 4 4 -1 4 -1 4 4",6,1,512
1210,1,"1 2 -1 4 4 2 4 4 4 -2 4 -2",24,1,-256
1211,1,"1 2 2 4 -2 4 4 4 -2 4 -1 4",24,1,256
1212,1,"1 2 2 -1 4 -2 -2 4 4 4 4 4",24,1,0
1213,1,"1 2 2 4 4 4 -2 -2 -1 4 4 4",24,1,1024
1214,1,"1 2 4 4 2 4 4 -2 -1 4 4 -2",24,1,256
1215,1,"1 4 2 -1 4 4 -2 4 4 -2 4 2",24,1,256
1216,1,"1 2 4 4 2 4 4 -2 -2 4 -1 4",24,1,256
1217,1,"1 2 4 4 4 2 -1 4 4 -2 4 -2",24,1,-256
1218,1,"1 4 -1 4 4 2 4 4 -2 -2 4 2",24,1,256
1219,1,"1 2 2 -1 4 -2 4 4 4 -2 4 4",24,1,0
1220,1,"1 4 2 4 -2 -1 4 -2 4 4 4 2",24,1,0
1221,1,"1 2 4 2 4 4 -1 4 -2 4 -2 4",24,1,128
1222,1,"1 2 4 3 4 4 4 -2 4 -1 -3 4",48,1,128
1223,1,"1 2 4 4 4 4 4 4 -2 -4 -1 4",24,1,512
1224,1,"1 2 4 -1 4 2 4 -2 -2 4 4 4",24,1,256
1225,1,"1 2 4 4 -2 4 2 -1 4 4 4 -2",24,1,-256
1226,1,"1 2 4 4 -2 -2 -1 4 4 2 4 4",24,1,512
1227,1,"1 2 4 -2 4 3 4 -3 4 4 -1 4",48,1,128
1228,1,"1 2 4 -2 4 4 -1 3 4 -3 4 4",24,1,128
1229,1,"1 4 2 4 3 4 -3 4 -2 4 -1 4",24,1,128
1230,1,"1 4 2 2 -1 4 4 4 4 4 -2 -2",24,1,0
1231,1,"1 2 3 4 -1 4 -3 4 -2 4 4 4",48,1,128
1232,1,"1 2 3 4 -2 4 -1 4 4 4 -3 4",48,1,128
1233,1,"1 2 4 3 4 -3 -2 4 4 4 -1 4",48,1,128
1234,1,"1 2 4 -1 4 4 2 4 4 4 -2 -2",24,1,0
1235,1,"1 2 4 -1 4 4 -2 -2 4 4 2 4",24,1,256
1236,1,"1 2 3 4 4 4 -1 4 -3 -2 4 4",48,1,256
1237,1,"1 1 -4 -1 4 -1 4 4 4 4 4 4",6,1,-1024
1238,1,"1 2 2 4 -2 -2 4 4 4 4 -1 4",24,1,512
1239,1,"1 2 4 -2 3 4 4 4 -1 -3 4 4",48,1,256
1240,1,"1 2 4 -2 4 -1 2 4 4 4 4 -2",24,1,256
1241,1,"1 2 4 4 4 -2 -2 -1 4 4 2 4",24,1,512
1242,1,"1 2 4 -2 4 -2 4 -1 4 2 4 4",24,1,128
1243,1,"1 4 2 4 -1 4 2 4 4 4 -2 -2",24,1,256
1244,1,"1 4 -1 4 4 2 4 -2 4 2 4 -2",24,1,128
1245,1,"1 2 4 -2 4 4 2 -1 4 4 -2 4",24,1,0
1246,1,"1 2 4 4 -1 4 4 2 4 -2 -2 4",24,1,256
1247,1,"1 2 4 3 4 4 -1 -3 4 4 -2 4",48,1,128
1248,1,"1 2 3 4 4 -1 4 -3 4 4 -2 4",48,1,128
1249,1,"1 2 4 3 4 -1 -2 4 -3 4 4 4",48,1,0
1250,1,"1 2 3 4 -3 4 -1 4 4 4 -2 4",48,1,128
1251,1,"1 2 4 -2 4 4 4 -1 2 4 4 -2",24,1,256
1252,1,"1 2 -1 -2 4 4 4 2 4 4 4 -2",24,1,-512
1253,1,"1 2 3 4 4 4 4 -3 -1 4 -2 4",48,1,256
1254,1,"1 2 3 -1 4 4 4 -3 -2 4 4 4",48,1,0
1255,1,"1 2 4 -2 4 3 4 -1 4 -3 4 4",48,1,128
1256,1,"1 1 4 1 4 4 -1 -1 4 4 -1 4",6,1,512
1257,1,"1 2 -1 4 2 4 4 -2 -2 4 4 4",24,1,0
1258,1,"1 2 4 -2 4 4 -1 2 4 4 4 -2",24,1,256
1259,1,"1 2 4 4 2 -1 4 4 4 -2 -2 4",24,1,0
1260,1,"1 2 4 -2 -1 4 2 4 4 4 -2 4",24,1,256
1261,1,"1 2 4 4 -1 -2 4 4 2 4 4 -2",24,1,-256
1262,1,"1 2 -1 -2 4 4 2 4 4 -2 4 4",24,1,-256
1263,1,"1 2 2 4 4 -1 4 -2 4 4 -2 4",24,1,256
1264,1,"1 4 2 2 4 -1 4 4 -2 4 4 -2",24,1,256
1265,1,"1 4 -1 4 4 4 1 -4 -1 4 4 4",6,1,-512
1266,1,"1 4 2 4 4 2 -1 4 4 -2 -2 4",24,1,256
1267,1,"1 2 4 4 -2 4 3 4 -3 4 -1 4",48,1,128
1268,1,"1 2 4 2 4 4 4 4 -1 4 -2 -2",24,1,0
1269,1,"1 4 4 2 -1 4 4 -2 4 -2 4 2",24,1,256
1270,1,"1 2 3 -1 4 4 4 -2 4 -3 4 4",48,1,0
1271,1,"1 4 2 -1 4 -2 -2 4 4 2 4 4",24,1,256
1272,1,"1 2 2 4 4 4 -1 4 4 -2 4 -2",24,1,0
1273,1,"1 2 2 4 4 4 -2 4 -1 -2 4 4",24,1,0
1274,1,"1 2 4 4 4 4 2 4 -1 4 -2 -2",24,1,0
1275,1,"1 1 4 -1 4 1 4 4 -1 -1 4 4",6,1,512
1276,1,"1 2 4 2 4 -1 -2 4 4 4 -2 4",24,1,0
1277,1,"1 2 4 -2 -1 4 4 4 -2 4 2 4",24,1,256
1278,1,"1 2 3 -2 4 4 4 -1 -3 4 4 4",48,1,-256
1279,1,"1 2 3 4 4 -2 4 4 4 -1 -3 4",48,1,0
1280,1,"1 2 4 3 4 4 -3 4 -2 -1 4 4",48,1,256
1281,1,"1 2 4 4 3 4 -2 -1 4 4 -3 4",24,1,256
1282,1,"1 4 2 4 4 4 4 -1 -4 -2 4 4",24,1,0
1283,1,"1 2 2 4 4 -2 4 4 -2 -1 4 4",24,1,512
1284,1,"1 2 4 -1 -2 4 4 4 -2 4 2 4",24,1,0
1285,1,"1 2 -1 2 4 4 4 -2 4 4 -2 4",24,1,256
1286,1,"1 2 4 2 4 4 -2 4 -1 4 -2 4",24,1,128
1287,1,"1 4 2 4 -2 -2 -1 4 4 4 4 2",24,1,0
1288,1,"1 4 2 2 4 4 -2 -1 4 -2 4 4",24,1,256
1289,1,"1 2 4 2 4 4 4 -2 -2 -1 4 4",24,1,512
1290,1,"1 4 2 4 -2 -1 4 -2 4 2 4 4",24,1,128
1291,1,"1 2 2 4 4 -2 4 -2 4 4 -1 4",24,1,256
1292,1,"1 2 4 2 4 4 4 -2 4 -2 -1 4",24,1,256
1293,1,"1 2 3 4 -2 4 4 4 4 -3 -1 4",48,1,256
1294,1,"1 2 4 4 -1 4 -2 4 4 2 4 -2",24,1,0
1295,1,"1 4 2 4 -1 4 -2 4 2 4 -2 4",24,1,128
1296,1,"1 2 4 -2 4 4 -1 3 4 4 -3 4",48,1,128
1297,1,"1 4 4 2 4 -2 -2 4 2 -1 4 4",24,1,256
1298,1,"1 2 -1 4 4 4 2 4 -2 4 4 -2",24,1,-256
1299,1,"1 2 4 4 2 4 4 -2 4 -2 -1 4",24,1,256
1300,1,"1 2 3 -2 -1 4 4 4 -3 4 4 4",48,1,0
1301,1,"1 2 4 -2 3 4 4 4 -1 4 -3 4",48,1,128
1302,1,"1 4 2 4 2 4 -2 4 -1 4 4 -2",24,1,128
1303,1,"1 4 4 2 -1 4 4 -2 -2 4 2 4",24,1,256
1304,1,"1 4 2 -1 4 4 2 4 4 -2 4 -2",24,1,0
1305,1,"1 2 4 3 4 -3 -1 4 4 -2 4 4",48,1,128
1306,1,"1 2 4 2 4 4 -1 4 -2 -2 4 4",24,1,256
1307,1,"1 4 2 4 -2 -2 -1 4 2 4 4 4",24,1,256
1308,1,"1 2 3 -1 -2 4 4 4 -3 4 4 4",48,1,-256
1309,1,"1 2 2 4 4 4 -2 -1 4 4 -2 4",24,1,512
1310,1,"1 2 4 2 4 4 -2 -1 4 -2 4 4",24,1,256
1311,1,"1 2 4 4 4 -2 4 4 2 -1 4 -2",24,1,-256
1312,1,"1 2 3 4 -1 4 4 -2 -3 4 4 4",48,1,0
1313,1,"1 2 4 -2 -1 2 4 4 4 4 4 -2",24,1,512
1314,1,"1 2 4 -2 -1 4 4 -2 4 4 4 2",24,1,256
1315,1,"1 2 4 -1 -2 4 4 -2 4 4 4 2",24,1,256
1316,1,"1 2 4 2 4 -2 4 4 -2 4 -1 4",24,1,128
1317,1,"1 4 -1 4 4 4 4 1 -4 -1 4 4",6,1,-512
1318,1,"1 4 2 4 2 4 -1 4 -2 4 4 -2",24,1,128
1319,1,"1 2 3 4 4 -3 4 4 -1 -2 4 4",48,1,0
1320,1,"1 2 -1 4 3 4 4 4 -3 -2 4 4",48,1,0
1321,1,"1 2 4 2 4 4 -2 4 -1 4 4 -2",24,1,0
1322,1,"1 4 4 2 -1 4 4 4 -2 -2 4 2",24,1,512
1323,1,"1 2 3 4 -2 4 4 -3 4 -1 4 4",48,1,128
1324,1,"1 2 3 4 4 4 -1 -3 -2 4 4 4",24,1,0
1325,1,"1 4 2 -4 -1 4 4 4 -2 4 4 4",24,1,0
1326,1,"1 2 -1 -2 4 2 4 4 4 4 -2 4",24,1,-256
1327,1,"1 2 3 -2 4 4 -1 4 4 -3 4 4",48,1,0
1328,1,"1 2 -1 4 4 4 -2 4 3 4 -3 4",48,1,0
1329,1,"1 2 4 2 4 4 -1 4 -2 4 4 -2",24,1,0
1330,1,"1 4 2 4 -2 4 -1 4 -2 4 4 2",24,1,128
1331,1,"1 2 4 -2 4 3 4 -1 4 4 -3 4",48,1,128
1332,1,"1 2 4 4 4 4 -2 -4 -1 4 4 4",24,1,512
1333,1,"1 2 -1 4 4 2 4 -2 4 4 -2 4",24,1,0
1334,1,"1 2 4 4 -2 4 -2 4 4 -1 4 2",24,1,256
1335,1,"1 2 4 -2 -1 4 -2 4 4 2 4 4",24,1,256
1336,1,"1 2 4 4 4 -2 4 2 -1 4 -2 4",24,1,0
1337,1,"1 4 2 2 -1 4 4 -2 -2 4 4 4",24,1,512
1338,1,"1 2 3 4 4 4 -1 -2 4 -3 4 4",48,1,0
1339,1,"1 1 4 1 4 -1 4 4 4 -1 -1 4",6,1,512
1340,1,"1 1 4 -1 4 1 4 -1 4 4 -1 4",6,1,256
1341,1,"1 2 -1 -2 4 4 -2 4 2 4 4 4",24,1,-256
1342,1,"1 4 -1 4 4 2 4 -2 4 -2 4 2",24,1,128
1343,1,"1 2 -1 4 4 4 2 4 -2 4 -2 4",24,1,0
1344,1,"1 2 4 3 4 -2 4 -3 4 4 -1 4",48,1,128
1345,1,"1 4 2 4 4 -1 -4 -2 4 4 4 4",24,1,0
1346,1,"1 4 2 2 -1 4 4 4 -2 4 -2 4",24,1,256
1347,1,"1 2 4 4 -1 4 3 4 -2 4 -3 4",48,1,128
1348,1,"1 2 3 -1 4 4 4 -2 4 4 -3 4",48,1,0
1349,1,"1 2 3 4 -3 -2 4 4 4 4 -1 4",48,1,256
1350,1,"1 2 3 4 -3 4 4 -1 4 -2 4 4",48,1,128
1351,1,"1 2 -1 4 4 4 4 2 4 4 -2 -2",24,1,-512
1352,1,"1 2 4 -2 -2 4 2 4 4 4 -1 4",24,1,256
1353,1,"1 2 4 4 2 4 -1 4 4 4 -2 -2",24,1,0
1354,1,"1 4 2 2 4 -2 4 4 4 -2 -1 4",24,1,256
1355,1,"1 4 2 4 4 -1 4 2 4 4 -2 -2",24,1,256
1356,1,"1 2 4 -1 4 -2 4 4 4 2 4 -2",24,1,0
1357,1,"1 2 4 -2 4 2 4 4 -2 4 -1 4",24,1,128
1358,1,"1 2 4 4 -2 4 -1 4 -2 4 2 4",24,1,128
1359,1,"1 1 4 -1 4 4 -1 -1 4 4 1 4",6,1,512
1360,1,"1 2 4 2 4 -2 4 -2 4 -1 4 4",24,1,128
1361,1,"1 2 -1 4 2 4 -2 4 4 4 -2 4",24,1,0
1362,1,"1 2 3 4 4 -2 -3 4 -1 4 4 4",48,1,0
1363,1,"1 4 4 2 4 4 4 -2 4 4 -1 -4",24,1,-512
1364,1,"1 2 4 2 -1 4 4 -2 4 4 4 -2",24,1,-256
1365,1,"1 2 -1 4 4 3 4 4 -2 -3 4 4",48,1,0
1366,1,"1 2 4 -1 2 4 4 -2 4 4 4 -2",24,1,256
1367,1,"1 1 1 4 4 -1 -1 4 -1 4 4 4",6,1,1024
1368,1,"1 4 -1 4 4 4 2 2 4 -2 -2 4",24,1,512
1369,1,"1 2 4 -1 4 3 4 4 -3 -2 4 4",48,1,128
1370,1,"1 2 4 -2 4 2 4 4 4 -1 4 -2",24,1,0
1371,1,"1 2 4 -2 4 4 4 -2 4 -1 4 2",24,1,256
1372,1,"1 2 4 3 -1 4 4 -3 4 -2 4 4",48,1,128
1373,1,"1 4 2 4 -1 4 -2 4 -2 4 2 4",24,1,128
1374,1,"1 4 2 -1 4 4 2 4 -2 -2 4 4",24,1,256
1375,1,"1 1 4 1 4 -1 4 -1 -1 4 4 4",6,1,512
1376,1,"1 4 2 2 4 -2 -2 4 4 4 -1 4",24,1,512
1377,1,"1 2 3 4 4 -1 4 -3 4 4 4 -2",48,1,0
1378,1,"1 2 3 4 -3 4 -1 4 4 4 4 -2",48,1,0
1379,1,"1 2 4 2 -1 4 4 -2 -2 4 4 4",24,1,0
1380,1,"1 2 4 3 4 -2 4 -1 4 -3 4 4",48,1,128
1381,1,"1 1 -4 -1 4 4 4 -1 4 4 4 4",6,1,-1024
1382,1,"1 4 -1 -4 2 4 4 4 -2 4 4 4",24,1,0
1383,1,"1 2 3 -1 -3 4 4 4 4 4 -2 4",48,1,-256
1384,1,"1 2 3 4 -2 4 -1 4 -3 4 4 4",48,1,128
1385,1,"1 2 3 4 4 4 4 -3 -1 4 4 -2",48,1,256
1386,1,"1 2 2 4 4 4 4 -1 -2 4 4 -2",24,1,-512
1387,1,"1 2 4 4 -2 4 4 -2 -1 4 2 4",24,1,256
1388,1,"1 2 4 4 2 4 -2 4 -2 4 -1 4",24,1,128
1389,1,"1 2 4 4 4 4 2 -1 4 -2 4 -2",24,1,-256
1390,1,"1 2 4 -2 -4 -1 4 4 4 4 4 4",24,1,512
1391,1,"1 2 -4 -2 4 4 4 4 4 4 -1 4",24,1,-512
1392,1,"1 2 -1 4 4 -2 4 4 4 -2 4 2",24,1,256
1393,1,"1 2 3 4 4 -1 -2 -3 4 4 4 4",48,1,-256
1394,1,"1 2 2 4 -1 4 4 -2 4 4 -2 4",24,1,256
1395,1,"1 4 2 4 2 -1 4 -2 4 -2 4 4",24,1,128
1396,1,"1 4 2 4 -2 -1 4 4 -2 4 2 4",24,1,128
1397,1,"1 2 4 -2 4 2 4 -2 4 -1 4 4",24,1,128
1398,1,"1 2 4 4 4 -2 -1 4 4 -2 4 2",24,1,256
1399,1,"1 4 2 2 4 4 4 -2 -2 4 -1 4",24,1,512
1400,1,"1 2 2 -1 -2 4 -2 4 4 4 4 4",24,1,-512
1401,1,"1 4 2 -1 4 -2 4 -2 4 4 2 4",24,1,128
1402,1,"1 2 2 4 4 -2 4 4 -1 4 -2 4",24,1,256
1403,1,"1 2 4 4 2 4 4 -2 -1 4 -2 4",24,1,256
1404,1,"1 2 4 -1 4 2 4 4 -2 4 4 -2",24,1,0
1405,1,"1 2 4 -2 4 4 -1 2 4 -2 4 4",12,1,256
1406,1,"1 2 4 -2 4 4 2 4 -2 -1 4 4",24,1,256
1407,1,"1 2 3 4 4 -1 -3 4 4 4 -2 4",48,1,0
1408,1,"1 2 2 -1 -2 4 4 4 4 -2 4 4",24,1,-512
1409,1,"1 2 2 4 4 -2 4 -1 4 4 4 -2",24,1,0
1410,1,"1 2 4 -1 -2 4 -2 4 4 4 2 4",24,1,0
1411,1,"1 2 4 2 4 4 4 -1 4 -2 4 -2",24,1,0
1412,1,"1 2 3 -2 4 4 -1 4 4 4 -3 4",48,1,0
1413,1,"1 2 3 4 4 4 -3 4 -1 4 -2 4",48,1,128
1414,1,"1 2 4 3 -2 4 4 4 -1 -3 4 4",48,1,0
1415,1,"1 2 4 2 4 4 4 -2 4 -1 4 -2",24,1,0
1416,1,"1 4 2 4 4 -1 4 4 4 4 -2 -4",24,1,0
1417,1,"1 2 4 2 -1 4 4 4 4 4 -2 -2",24,1,-512
1418,1,"1 2 3 -1 4 4 -3 4 -2 4 4 4",48,1,0
1419,1,"1 2 4 -1 4 4 -2 -2 4 2 4 4",24,1,256
1420,1,"1 2 4 -1 4 4 -2 4 -2 4 4 2",24,1,256
1421,1,"1 2 4 -2 4 -2 4 4 -1 4 2 4",24,1,128
1422,1,"1 2 3 4 4 4 -1 -2 4 4 -3 4",48,1,0
1423,1,"1 2 -1 4 4 2 4 4 4 -2 -2 4",24,1,0
1424,1,"1 2 2 4 4 -2 -1 4 -2 4 4 4",24,1,512
1425,1,"1 2 4 -2 -2 4 4 4 4 2 -1 4",24,1,0
1426,1,"1 4 2 4 4 2 4 4 -2 -2 -1 4",24,1,256
1427,1,"1 2 -1 4 3 4 4 -3 -2 4 4 4",48,1,0
1428,1,"1 4 4 2 4 4 4 -2 -4 -1 4 4",24,1,0
1429,1,"1 2 4 4 -1 4 2 4 4 4 -2 -2",24,1,0
1430,1,"1 2 -1 -2 -2 4 4 4 4 4 2 4",24,1,-512
1431,1,"1 2 4 -2 4 4 -2 4 4 2 -1 4",24,1,0
1432,1,"1 2 4 -2 4 4 -2 -1 4 2 4 4",24,1,256
1433,1,"1 2 4 4 -2 4 -2 4 -1 4 2 4",24,1,128
1434,1,"1 2 4 4 -2 4 4 2 4 -1 4 -2",24,1,0
1435,1,"1 2 4 4 -2 -2 4 4 4 -1 4 2",24,1,512
1436,1,"1 1 4 4 4 4 4 4 -1 4 -1 -4",6,1,-1024
1437,1,"1 2 -1 4 3 4 4 -2 4 -3 4 4",48,1,0
1438,1,"1 2 -4 -1 4 4 -2 4 4 4 4 4",24,1,-512
1439,1,"1 2 2 4 4 -1 -2 4 -2 4 4 4",24,1,0
1440,1,"1 2 4 -2 4 -2 4 -1 4 4 4 2",24,1,256
1441,1,"1 4 2 2 4 -1 4 -2 4 -2 4 4",24,1,256
1442,1,"1 4 4 2 2 -1 4 4 -2 4 -2 4",24,1,256
1443,1,"1 2 -1 4 4 4 -2 -2 4 4 4 2",24,1,512
1444,1,"1 4 2 2 4 4 -2 4 -2 4 -1 4",24,1,256
1445,1,"1 2 3 4 4 -2 4 4 -3 -1 4 4",48,1,256
1446,1,"1 2 -1 4 4 3 4 4 -2 4 -3 4",48,1,0
1447,1,"1 4 4 1 4 4 4 -1 4 4 -1 -4",6,1,-512
1448,1,"1 4 4 2 4 2 4 -2 -2 -1 4 4",24,1,256
1449,1,"1 2 -1 -2 -2 4 4 2 4 4 4 4",24,1,-512
1450,1,"1 2 4 -2 4 -1 4 -2 4 2 4 4",24,1,128
1451,1,"1 4 2 -1 4 2 4 4 -2 4 4 -2",24,1,0
1452,1,"1 2 4 -2 4 4 3 4 -3 4 -1 4",48,1,128
