j,l,trajectory,M,S,D
354,1,"1 2 2 -1 -2 4 4 2 4 -2 -2 4",24,1,-256
355,1,"1 2 -1 4 2 4 3 4 -3 -2 -2 4",48,1,0
356,1,"1 2 3 4 -1 -3 4 4 -3 4 -2 3",48,1,0
357,1,"1 2 1 4 2 -1 4 -2 -1 4 -2 4",24,1,128
358,1,"1 2 3 -2 4 -3 -3 -1 3 4 4 4",48,1,256
359,1,"1 2 4 4 4 -1 4 3 -2 -4 -3 4",48,1,-128
360,1,"1 2 -1 4 3 -2 4 -3 -3 4 4 3",48,1,128
361,1,"1 1 1 1 4 -1 -1 -1 4 -1 4 4",6,1,1024
362,1,"1 2 2 -1 4 4 -2 1 4 -1 -2 4",24,1,-256
363,1,"1 2 4 3 -1 -3 4 4 3 -2 -3 4",48,1,128
364,1,"1 2 2 4 4 4 4 -2 -4 -1 -2 4",24,1,512
365,1,"1 2 1 4 2 4 -1 -2 4 4 -1 -2",24,1,-128
366,1,"1 2 -1 -1 -2 4 -2 4 2 4 4 1",24,1,-256
367,1,"1 2 3 4 2 4 -2 4 -3 -2 -1 4",48,1,128
368,1,"1 2 3 3 4 4 4 4 -3 -1 -3 -2",48,1,0
369,1,"1 2 3 -2 4 2 -3 4 -1 4 -2 4",48,1,64
370,1,"1 2 3 4 -3 2 4 4 -2 -1 -2 4",48,1,0
371,1,"1 2 3 -2 -3 4 -2 4 2 4 -1 4",48,1,-64
372,1,"1 2 4 -2 3 4 -3 -2 4 2 -1 4",24,1,0
373,1,"1 2 2 3 -2 -2 4 -3 4 4 -1 4",48,1,0
374,1,"1 2 1 -2 -2 -1 4 2 4 -1 4 4",24,1,0
375,1,"1 2 3 -1 -2 4 3 4 4 -3 -3 4",48,1,-128
376,1,"1 2 4 4 -2 4 -2 4 2 4 -1 -4",24,1,-128
377,1,"1 2 -1 4 2 -1 4 1 -2 4 -2 4",24,1,0
378,1,"1 2 -1 4 -2 -2 4 4 -2 4 2 2",24,1,256
379,1,"1 2 4 4 -2 4 3 3 -1 4 -3 -3",48,1,0
380,1,"1 2 2 4 4 -1 4 4 -2 4 -2 -4",24,1,-256
381,1,"1 2 3 2 -1 4 -3 4 -2 4 4 -2",48,1,-128
382,1,"1 2 2 -1 4 2 4 -2 -2 -2 4 4",24,1,0
383,1,"1 2 1 -2 -2 4 4 -1 4 2 -1 4",24,1,256
384,1,"1 2 -1 -2 4 -2 3 4 -3 2 4 4",48,1,-128
385,1,"1 2 1 4 -1 -1 4 2 4 -2 4 -2",24,1,128
386,1,"1 2 -1 4 2 -1 4 -2 1 4 -2 4",24,1,-128
387,1,"1 2 -1 -2 -2 4 3 4 4 -3 4 2",48,1,0
388,1,"1 2 -1 4 4 4 3 4 -3 4 -2 -4",48,1,-256
389,1,"1 2 2 -1 4 1 -2 4 -1 -2 4 4",24,1,0
390,1,"1 2 -1 4 -2 4 -2 3 4 2 -3 4",48,1,0
391,1,"1 2 3 -1 3 4 4 -3 4 4 -2 -3",48,1,-128
392,1,"1 2 3 -2 -3 -1 3 4 4 -3 4 4",48,1,128
393,1,"1 2 3 3 4 -2 -3 -3 4 4 -1 4",48,1,0
394,1,"1 2 -1 -1 4 -2 -2 4 4 4 2 1",24,1,512
395,1,"1 2 4 3 -2 4 4 4 -3 -3 -1 3",48,1,0
396,1,"1 2 4 4 -1 3 4 -3 -3 4 -2 3",48,1,0
397,1,"1 2 3 -2 4 4 -1 4 -2 -3 4 2",48,1,-128
398,1,"1 2 -1 4 2 1 -2 4 -1 4 -2 4",24,1,128
399,1,"1 2 3 3 -1 4 4 4 -3 -3 -2 4",48,1,0
400,1,"1 2 -1 2 2 4 -2 4 -2 4 -2 4",24,1,128
401,1,"1 2 3 4 -2 -3 4 4 4 2 -1 -2",48,1,0
402,1,"1 2 4 4 3 -2 -4 -3 4 -1 4 4",48,1,-128
403,1,"1 2 -1 4 2 3 -2 4 -2 4 -3 4",48,1,0
404,1,"1 2 3 -1 4 4 3 4 -3 -2 -3 4",48,1,0
405,1,"1 2 3 -2 4 2 4 -3 -2 4 -1 4",48,1,64
406,1,"1 2 -1 4 4 4 -2 4 2 -4 -2 4",24,1,0
407,1,"1 2 2 3 -2 4 -3 -2 4 4 -1 4",48,1,128
408,1,"1 2 4 4 4 -2 4 2 4 -1 -4 -2",24,1,-256
409,1,"1 2 3 3 -2 4 -1 4 -3 -3 4 4",48,1,0
410,1,"1 2 3 4 -1 -2 4 4 -3 2 4 -2",48,1,-128
411,1,"1 2 4 -1 3 -2 3 4 -3 4 4 -3",48,1,128
412,1,"1 2 3 4 -3 4 -3 4 3 -1 4 -2",48,1,-64
413,1,"1 2 2 -1 -1 -2 4 4 1 4 -2 4",24,1,-256
414,1,"1 2 3 3 4 -3 -3 -2 -1 4 4 4",48,1,512
415,1,"1 2 -1 4 1 4 -1 -2 -2 4 2 4",24,1,-128
416,1,"1 2 -1 4 -2 3 2 4 4 -3 -2 4",48,1,0
417,1,"1 2 3 -1 -2 4 3 4 -3 4 4 -3",48,1,-128
418,1,"1 2 2 -1 -2 4 4 3 4 -3 -2 4",48,1,-128
419,1,"1 2 3 -2 -3 -4 -1 4 4 4 4 4",48,1,256
420,1,"1 2 3 2 -3 -2 4 4 4 -2 -1 4",48,1,0
421,1,"1 2 2 2 -1 4 -2 -2 4 -2 4 4",24,1,0
422,1,"1 2 3 4 -3 4 -2 4 -1 2 4 -2",48,1,64
423,1,"1 2 1 4 4 4 -1 -2 -2 -1 2 4",24,1,256
424,1,"1 2 3 -1 -2 4 -3 4 -3 4 4 3",48,1,0
425,1,"1 4 2 4 4 -2 -4 2 -1 4 4 -2",24,1,0
426,1,"1 2 -1 4 2 4 3 4 -2 -2 -3 4",48,1,0
427,1,"1 2 4 4 2 2 -1 4 -2 -2 4 -2",24,1,-256
428,1,"1 2 -1 -2 4 4 -1 2 4 -2 4 1",24,1,0
429,1,"1 2 3 4 4 4 -3 4 -2 4 -1 -4",48,1,-128
430,1,"1 2 4 2 4 -1 -4 -2 4 4 4 -2",24,1,-256
431,1,"1 2 3 -1 4 3 4 -3 -3 4 4 -2",48,1,-128
432,1,"1 2 4 2 -1 4 -2 -2 3 4 -3 4",48,1,0
433,1,"1 2 1 2 4 -2 4 -2 4 -1 -1 4",24,1,128
434,1,"1 2 3 3 -1 -3 -2 4 4 4 4 -3",48,1,-256
435,1,"1 2 3 4 4 4 4 -1 -2 4 -3 -4",48,1,0
436,1,"1 2 1 4 4 4 2 -1 -1 4 -2 -2",24,1,0
437,1,"1 2 4 -2 -1 4 4 4 2 4 -2 -4",24,1,0
438,1,"1 4 2 2 4 4 -1 -4 -2 4 4 -2",24,1,-256
439,1,"1 2 3 -4 -3 4 4 4 4 -2 -1 4",48,1,-256
440,1,"1 2 -1 4 4 4 2 4 -2 -4 -2 4",24,1,0
441,1,"1 2 3 4 -1 4 -2 -3 -2 4 2 4",48,1,64
442,1,"1 2 -1 -2 1 4 2 4 4 -1 -2 4",24,1,-128
443,1,"1 2 3 4 4 4 -3 -1 3 4 -3 -2",48,1,256
444,1,"1 2 -1 2 4 -2 3 4 4 -3 4 -2",48,1,0
445,1,"1 2 -1 4 -2 1 4 -2 -1 2 4 4",24,1,128
446,1,"1 2 -1 -2 4 2 4 4 3 -2 -3 4",48,1,0
447,1,"1 2 4 -1 3 4 4 4 -3 4 -2 -4",48,1,-128
448,1,"1 2 3 3 4 -2 4 -3 4 -1 -3 4",48,1,0
449,1,"1 2 4 3 -1 -3 -3 4 -2 3 4 4",48,1,-128
450,1,"1 2 3 -2 4 4 -3 2 4 4 -1 -2",48,1,128
451,1,"1 2 3 4 4 -1 4 -2 -2 -3 4 2",48,1,0
452,1,"1 2 4 3 4 -3 -3 -2 4 -1 3 4",48,1,0
453,1,"1 2 -1 -4 -2 4 3 4 4 4 -3 4",48,1,-256
454,1,"1 2 4 4 4 -1 4 4 -2 -2 -4 2",24,1,-512
455,1,"1 4 2 4 3 4 -1 4 -2 4 -3 -4",48,1,0
456,1,"1 2 4 -2 -1 -2 -4 2 4 4 4 4",24,1,-256
457,1,"1 2 3 -2 4 2 4 -1 -2 4 -3 4",48,1,0
458,1,"1 2 1 2 -1 -2 4 -2 4 -1 4 4",24,1,-128
459,1,"1 2 3 4 3 4 -1 -3 4 -3 4 -2",48,1,-64
460,1,"1 2 1 4 2 4 -2 -1 -2 4 -1 4",12,1,128
461,1,"1 2 2 -4 -2 -2 4 4 4 4 -1 4",24,1,-512
462,1,"1 2 3 4 4 -3 -3 4 -1 -2 4 3",48,1,0
463,1,"1 2 2 4 -1 -2 -2 4 -2 4 4 2",24,1,256
464,1,"1 2 4 4 4 3 -1 3 -2 4 -3 -3",48,1,0
465,1,"1 2 3 -2 -3 4 4 3 -1 -3 4 4",48,1,-128
466,1,"1 2 4 4 4 2 -1 -4 -2 4 -2 4",24,1,-256
467,1,"1 2 3 3 -2 4 -3 4 -1 4 -3 4",48,1,0
468,1,"1 2 2 2 4 -2 4 -1 -2 4 4 -2",24,1,-256
469,1,"1 2 4 -2 3 4 4 -3 4 -3 -1 3",48,1,-128
470,1,"1 4 4 2 2 4 4 4 -1 -4 -2 -2",24,1,-512
471,1,"1 2 3 -1 4 -2 4 3 4 -3 -3 4",48,1,0
472,1,"1 4 2 -1 4 2 4 4 -2 -4 -2 4",24,1,128
473,1,"1 1 4 -1 4 -1 4 -1 -4 1 4 4",6,1,-256
474,1,"1 2 -1 4 -2 4 2 -1 4 4 -2 1",24,1,-256
475,1,"1 2 4 3 3 4 4 -2 -3 -1 -3 4",48,1,128
476,1,"1 2 3 -2 4 2 -3 4 -2 4 -1 4",48,1,64
477,1,"1 2 -1 -2 -2 4 4 2 2 4 -2 4",24,1,-256
478,1,"1 2 1 2 4 -1 4 4 -2 -1 4 -2",24,1,128
479,1,"1 2 2 4 -2 3 4 -1 4 -2 -3 4",48,1,128
480,1,"1 2 -1 -1 2 4 4 4 -2 4 -2 1",24,1,0
481,1,"1 2 4 4 -2 4 -1 3 3 4 -3 -3",48,1,256
482,1,"1 2 1 4 -2 -1 4 4 -2 -1 2 4",24,1,-128
483,1,"1 2 3 3 4 4 -3 4 -1 4 -3 -2",48,1,0
484,1,"1 2 3 4 -2 4 -3 4 -3 -1 3 4",48,1,64
485,1,"1 2 4 -2 4 4 4 -1 -2 4 2 -4",24,1,256
486,1,"1 2 3 -2 4 -3 -3 4 3 -1 4 4",48,1,-128
487,1,"1 2 3 4 4 4 4 -3 -1 4 -2 -4",48,1,0
488,1,"1 2 -1 4 4 4 4 -2 3 -4 -3 4",48,1,0
489,1,"1 2 -1 -1 -2 4 -2 4 2 4 1 4",24,1,-128
490,1,"1 4 1 4 4 -1 -4 -4 -1 4 4 4",6,1,512
491,1,"1 2 -1 4 1 2 4 -1 -2 -2 4 4",24,1,-256
492,1,"1 2 4 -2 -2 4 -2 -1 4 4 2 2",24,1,256
493,1,"1 2 3 4 4 4 3 4 -1 -3 -3 -2",48,1,-256
494,1,"1 2 1 2 -1 -1 4 -2 4 -2 4 4",24,1,0
495,1,"1 2 4 3 -2 3 -1 4 4 4 -3 -3",48,1,0
496,1,"1 2 4 4 -2 3 3 4 -3 4 -1 -3",48,1,128
497,1,"1 2 4 4 -1 -2 -4 3 4 4 -3 4",48,1,0
498,1,"1 2 4 -1 -4 2 4 -2 4 4 4 -2",24,1,256
499,1,"1 4 2 2 4 -1 4 4 -2 4 -2 -4",24,1,0
500,1,"1 2 -1 -1 4 2 4 4 -2 1 4 -2",24,1,-256
501,1,"1 2 -1 4 -1 4 -2 4 2 1 -2 4",24,1,128
502,1,"1 2 3 4 4 -3 4 4 -2 4 -1 -4",48,1,-128
503,1,"1 2 3 -1 3 4 4 4 -2 4 -3 -3",48,1,0
504,1,"1 2 4 2 3 4 -1 4 -2 -2 -3 4",48,1,0
505,1,"1 2 4 -1 -4 -2 4 -2 4 4 4 2",24,1,0
506,1,"1 2 3 -2 -3 4 4 4 -1 -2 4 2",48,1,-128
507,1,"1 2 3 4 4 2 -1 -2 -2 4 -3 4",48,1,-128
508,1,"1 2 4 4 3 4 -3 4 -2 -4 -1 4",48,1,128
509,1,"1 2 -1 -1 4 2 4 1 4 -2 4 -2",24,1,-128
510,1,"1 4 2 4 4 2 4 -2 -2 -4 -1 4",24,1,0
511,1,"1 2 3 -4 -3 -1 4 -2 4 4 4 4",48,1,-256
512,1,"1 2 4 3 4 4 -1 -3 -2 -3 4 3",48,1,128
513,1,"1 2 4 3 4 -2 4 -3 -1 -3 4 3",48,1,64
514,1,"1 2 4 3 -1 3 4 4 -3 4 -2 -3",48,1,0
515,1,"1 2 3 4 2 4 -3 4 -1 4 -2 -2",48,1,0
516,1,"1 2 4 -2 -1 4 4 3 4 4 -3 -4",48,1,0
517,1,"1 2 1 4 -2 -2 4 -1 4 -1 2 4",24,1,128
518,1,"1 2 -1 4 -1 -2 4 -2 4 2 1 4",24,1,0
519,1,"1 2 3 4 4 -3 4 2 -1 -2 4 -2",48,1,-128
520,1,"1 4 2 -1 -4 -2 4 4 2 4 -2 4",24,1,-128
521,1,"1 2 3 -4 -1 4 4 4 -3 -2 4 4",48,1,-256
522,1,"1 1 4 -1 4 4 -1 4 1 4 -1 -4",6,1,-256
523,1,"1 2 2 -1 4 4 -2 -2 4 -2 4 2",24,1,256
524,1,"1 2 2 4 -1 -1 4 4 -2 -2 4 1",24,1,512
525,1,"1 2 -1 4 -2 4 4 4 2 4 -2 -4",24,1,-256
526,1,"1 4 4 2 4 -2 4 -1 -4 2 4 -2",24,1,128
527,1,"1 2 3 4 3 -1 -3 4 4 -2 4 -3",48,1,-128
528,1,"1 2 4 3 3 4 4 -1 -3 -3 -2 4",48,1,0
529,1,"1 2 -1 4 3 4 2 4 -2 -2 -3 4",48,1,0
530,1,"1 2 2 3 -2 4 -1 4 -3 4 -2 4",48,1,0
531,1,"1 2 4 3 -1 4 4 -3 4 4 -2 -4",48,1,-128
532,1,"1 2 1 4 4 -1 -1 -2 -2 4 2 4",24,1,256
533,1,"1 2 3 4 4 -3 -3 4 3 4 -1 -2",48,1,-128
534,1,"1 2 -4 -2 4 -1 4 2 4 4 -2 4",24,1,-128
535,1,"1 2 4 3 3 -2 -3 4 -3 4 -1 4",48,1,0
536,1,"1 2 2 4 -2 -1 4 3 4 -3 -2 4",48,1,128
537,1,"1 2 -4 -2 -2 4 2 -1 4 4 4 4",24,1,0
538,1,"1 2 4 -1 4 4 3 3 -2 4 -3 -3",48,1,0
539,1,"1 2 -1 4 4 -2 -2 -1 4 2 4 1",24,1,256
540,1,"1 2 -1 4 -2 4 4 2 -4 -2 4 4",24,1,0
541,1,"1 2 1 4 4 4 -1 -1 2 4 -2 -2",24,1,512
542,1,"1 2 4 3 -2 4 -3 4 -3 -1 3 4",48,1,64
543,1,"1 4 4 2 -1 -4 -2 4 -2 4 2 4",24,1,-128
544,1,"1 2 3 4 -2 3 -1 -3 4 -3 4 4",48,1,0
545,1,"1 2 -1 -2 4 2 1 4 -1 4 -2 4",24,1,0
546,1,"1 2 3 4 -2 4 4 -3 4 2 -1 -2",48,1,-128
547,1,"1 2 4 2 4 -2 4 2 -1 4 -2 -2",24,1,-128
548,1,"1 2 2 -1 4 -2 1 4 4 -1 -2 4",24,1,-256
549,1,"1 2 4 2 4 4 -2 4 4 -1 -2 -4",24,1,-256
550,1,"1 2 4 -1 2 4 -2 -2 1 4 -1 4",24,1,128
551,1,"1 1 4 -1 4 4 -1 4 -1 4 1 -4",6,1,256
552,1,"1 2 3 4 -3 -4 -2 4 4 4 -1 4",48,1,128
553,1,"1 2 -1 -1 -2 4 1 4 4 2 4 -2",24,1,-256
554,1,"1 2 4 4 3 -2 -3 4 -1 3 4 -3",48,1,0
555,1,"1 2 3 -2 4 3 4 -3 4 -3 -1 4",48,1,64
556,1,"1 2 4 4 -1 -2 4 4 4 2 -4 -2",24,1,256
557,1,"1 2 -1 2 4 -2 3 4 -3 -2 4 4",48,1,0
558,1,"1 2 3 -2 -3 4 -1 4 3 4 -3 4",48,1,-64
559,1,"1 2 4 4 3 -1 4 -3 -3 -2 3 4",48,1,-128
560,1,"1 1 4 -1 4 -1 -4 1 4 4 -1 4",6,1,-256
561,1,"1 2 1 -2 -2 4 4 -1 -1 4 2 4",24,1,256
562,1,"1 4 4 2 2 -4 -2 4 -2 -1 4 4",24,1,-256
563,1,"1 1 1 1 4 4 -1 4 -1 -1 -1 4",6,1,1024
564,1,"1 2 4 -1 3 4 -3 4 4 -3 -2 3",48,1,0
565,1,"1 2 3 3 4 -1 4 4 4 -3 -3 -2",48,1,0
566,1,"1 2 3 4 -3 -2 4 -3 -1 3 4 4",48,1,0
567,1,"1 2 3 2 4 4 4 -3 4 -2 -1 -2",48,1,0
568,1,"1 4 4 4 2 2 4 4 -2 -1 -4 -2",24,1,0
569,1,"1 2 3 4 -1 -3 4 -3 4 4 -2 3",48,1,0
570,1,"1 1 4 -1 -4 1 4 4 -1 4 -1 4",6,1,-256
571,1,"1 2 4 4 2 -1 4 4 -2 -4 -2 4",24,1,0
572,1,"1 2 -1 -2 4 4 -2 3 2 -3 4 4",48,1,128
573,1,"1 2 -1 -1 2 4 -2 4 4 -2 4 1",24,1,256
574,1,"1 2 4 4 3 4 4 -1 3 -2 -3 -3",48,1,-256
575,1,"1 2 3 3 -1 4 4 -3 4 4 -3 -2",48,1,-256
576,1,"1 2 3 4 -1 4 -3 -3 4 4 3 -2",48,1,0
577,1,"1 2 4 4 3 3 -1 -3 4 -2 4 -3",48,1,-128
578,1,"1 1 1 1 4 -1 -1 -1 -1 4 4 4",6,1,2048
579,1,"1 2 2 4 4 2 -1 -2 -2 4 4 -2",12,1,-512
580,1,"1 2 4 4 -2 -1 4 4 4 2 -4 -2",24,1,-256
581,1,"1 2 4 -1 3 3 4 -2 -3 4 -3 4",48,1,0
582,1,"1 2 1 2 4 -1 -2 -1 4 -2 4 4",24,1,128
583,1,"1 2 3 -2 -3 -3 4 4 3 4 -1 4",48,1,-128
584,1,"1 2 4 4 2 4 -2 4 4 -2 -1 -4",24,1,-256
585,1,"1 2 4 3 -1 -3 -2 4 -3 4 3 4",48,1,-64
586,1,"1 2 2 4 -2 4 -1 -4 -2 4 4 4",24,1,-256
587,1,"1 2 -4 -2 -2 4 4 4 2 4 -1 4",24,1,-256
588,1,"1 2 4 4 -1 3 3 4 -2 -3 -3 4",48,1,0
589,1,"1 2 3 -1 -2 3 4 4 4 -3 -3 4",48,1,0
590,1,"1 2 4 -2 -4 3 4 -1 4 4 -3 4",48,1,0
591,1,"1 2 1 -2 -2 -1 4 -1 2 4 4 4",24,1,-256
592,1,"1 2 -1 -2 4 2 3 4 -3 4 -2 4",48,1,-64
593,1,"1 4 4 -1 -4 2 2 4 -2 -2 4 4",24,1,0
594,1,"1 2 4 4 -2 4 -1 4 4 -2 -4 2",24,1,-256
595,1,"1 2 4 4 -1 4 3 4 4 -2 -3 -4",48,1,-128
596,1,"1 2 3 -2 -3 2 4 4 4 -1 -2 4",48,1,0
597,1,"1 2 3 4 4 -3 -2 -4 -1 4 4 4",48,1,256
598,1,"1 2 4 -2 4 3 4 3 -1 -3 4 -3",48,1,-64
599,1,"1 2 -1 -1 4 4 1 4 2 4 -2 -2",24,1,-256
600,1,"1 4 2 -1 4 4 -2 4 4 2 -4 -2",24,1,0
601,1,"1 2 4 4 3 -1 4 4 4 -3 -2 -4",48,1,-256
602,1,"1 2 1 4 -1 -2 4 -2 4 2 -1 4",24,1,0
603,1,"1 2 -1 4 4 3 4 2 -3 4 -2 -2",48,1,-128
604,1,"1 2 -1 4 -2 4 4 3 4 4 -3 -4",48,1,0
605,1,"1 2 4 3 4 4 3 -2 -3 4 -1 -3",48,1,-128
606,1,"1 4 4 4 -1 -4 2 2 4 -2 4 -2",24,1,256
607,1,"1 2 4 -2 3 4 4 3 4 -1 -3 -3",48,1,128
608,1,"1 2 3 2 4 -2 4 -3 4 4 -1 -2",48,1,-128
609,1,"1 2 3 -2 4 4 -1 -2 4 -3 4 2",48,1,0
610,1,"1 2 2 4 4 -2 -4 -1 4 -2 4 4",24,1,256
611,1,"1 2 -1 4 4 3 -2 3 4 -3 4 -3",48,1,0
612,1,"1 2 2 4 2 -1 4 4 -2 -2 4 -2",24,1,-256
613,1,"1 2 3 3 4 4 4 -1 -2 -3 4 -3",48,1,-256
614,1,"1 2 -1 4 3 4 3 -2 -3 4 4 -3",48,1,-128
615,1,"1 2 4 4 4 3 3 -1 -3 4 -2 -3",48,1,0
616,1,"1 2 -1 2 4 -2 -2 3 4 4 -3 4",48,1,128
617,1,"1 4 2 2 2 -1 4 -2 -2 -2 4 4",24,1,512
618,1,"1 4 2 -4 -2 -4 -1 4 4 4 4 4",24,1,0
619,1,"1 2 1 -2 -1 4 -2 -1 2 4 4 4",24,1,-256
620,1,"1 2 3 4 -2 4 -3 4 4 2 -1 -2",48,1,-128
621,1,"1 2 4 4 -1 3 4 -2 3 4 -3 -3",48,1,256
622,1,"1 2 4 4 3 -1 -3 -3 -2 4 4 3",48,1,0
623,1,"1 2 3 4 -1 -3 -3 -2 4 4 4 3",48,1,0
624,1,"1 2 4 4 2 4 -1 4 4 -2 -4 -2",24,1,0
625,1,"1 2 4 3 -2 4 3 4 -3 -1 -3 4",48,1,64
626,1,"1 2 4 4 3 4 4 -3 -2 -3 -1 3",48,1,-128
627,1,"1 2 2 -1 -1 -2 4 4 1 -2 4 4",24,1,0
628,1,"1 1 4 4 -1 -1 -4 -1 4 1 4 4",6,1,512
629,1,"1 2 2 -1 4 4 -2 -2 4 2 4 -2",24,1,-256
630,1,"1 2 2 4 1 4 -2 -1 -1 4 -2 4",12,1,256
631,1,"1 2 3 4 3 -1 -3 4 -2 -3 4 4",48,1,0
632,1,"1 2 4 3 4 -1 4 -2 3 4 -3 -3",48,1,128
633,1,"1 2 4 3 4 4 -2 3 -1 4 -3 -3",48,1,128
634,1,"1 2 -1 -1 4 4 4 2 4 1 -2 -2",24,1,0
635,1,"1 2 3 -1 4 -2 3 4 -3 4 4 -3",48,1,0
636,1,"1 2 3 4 -2 3 -1 4 -3 4 4 -3",48,1,0
637,1,"1 2 -1 -1 2 4 -2 4 1 4 4 -2",24,1,0
638,1,"1 2 3 -1 3 -2 4 4 4 -3 4 -3",48,1,-128
639,1,"1 2 4 4 4 4 4 -2 4 -1 -4 -4",24,1,-512
640,1,"1 2 3 2 4 4 -3 -2 4 4 -1 -2",48,1,-128
641,1,"1 2 2 4 -1 -4 -2 -2 4 4 4 4",24,1,-512
642,1,"1 2 3 -1 4 -2 -3 4 -3 4 4 3",48,1,128
643,1,"1 2 3 4 -2 -3 -1 4 -3 4 4 3",48,1,128
644,1,"1 2 -1 -4 3 -2 4 4 4 4 -3 4",48,1,-256
645,1,"1 2 3 4 -3 -1 3 4 -2 4 -3 4",48,1,64
646,1,"1 2 4 3 -2 -3 -3 -1 4 3 4 4",48,1,128
647,1,"1 2 -1 4 2 2 4 -2 4 -2 4 -2",24,1,-128
648,1,"1 2 4 4 -2 -4 -1 2 4 4 4 -2",24,1,256
649,1,"1 2 3 4 4 -2 4 -3 4 4 -1 -4",48,1,-128
650,1,"1 2 -4 -1 4 4 4 -2 -2 4 4 2",24,1,0
651,1,"1 2 3 4 -1 -2 -2 4 -3 4 4 2",48,1,128
652,1,"1 2 4 -1 4 3 4 -2 -3 -3 4 3",48,1,128
653,1,"1 2 2 4 4 -1 -4 -2 4 4 4 -2",24,1,-512
654,1,"1 2 -1 -2 4 2 1 4 -2 4 -1 4",24,1,0
655,1,"1 2 3 4 4 3 -2 -1 4 4 -3 -3",48,1,-256
656,1,"1 2 2 4 -1 4 -2 -2 3 4 -3 4",48,1,128
657,1,"1 2 -1 4 -2 -2 4 -2 4 2 4 2",24,1,128
658,1,"1 2 3 3 -1 -3 -2 4 4 4 -3 4",48,1,-256
659,1,"1 2 4 4 3 4 -1 -2 4 4 -3 -4",48,1,0
660,1,"1 2 4 3 3 4 -3 -2 -3 4 -1 4",48,1,128
661,1,"1 2 1 -2 4 4 2 -1 4 4 -1 -2",24,1,0
662,1,"1 2 3 -2 4 4 -3 4 -1 -2 4 2",48,1,0
663,1,"1 2 4 3 4 -2 -3 4 -2 -1 4 2",48,1,64
664,1,"1 2 -1 4 4 2 4 4 -2 -4 -2 4",24,1,0
665,1,"1 2 -1 4 1 2 4 -2 4 -1 -2 4",24,1,-128
666,1,"1 2 3 4 -3 4 -2 3 4 -3 -1 4",48,1,64
667,1,"1 2 1 4 -1 4 -1 2 4 4 -2 -2",24,1,256
668,1,"1 2 -1 -2 1 4 2 4 -1 4 -2 4",24,1,-128
669,1,"1 2 -1 4 1 -2 4 -2 -1 2 4 4",24,1,128
670,1,"1 2 3 -1 4 4 -3 -2 4 -3 4 3",48,1,0
671,1,"1 2 4 -2 4 2 -1 4 -2 -2 4 2",24,1,128
672,1,"1 2 4 -2 -1 4 4 2 2 4 -2 -2",24,1,256
673,1,"1 2 1 2 -1 -2 4 -2 -1 4 4 4",24,1,0
674,1,"1 2 2 -1 2 4 -2 4 4 -2 -2 4",24,1,256
675,1,"1 2 4 4 3 4 -3 -3 -2 3 -1 4",48,1,128
676,1,"1 2 3 -1 3 4 -2 -3 4 -3 4 4",48,1,0
677,1,"1 4 -1 4 4 2 -4 2 4 4 -2 -2",24,1,256
678,1,"1 2 4 1 2 4 -1 -2 4 -1 -2 4",12,1,-128
679,1,"1 4 2 4 2 4 -2 4 -1 4 -2 -4",24,1,0
680,1,"1 4 2 4 4 4 2 -1 4 -2 -4 -2",24,1,0
681,1,"1 2 3 -2 4 4 -1 2 4 -2 -3 4",48,1,0
682,1,"1 2 4 3 2 4 -2 -3 4 -2 -1 4",48,1,128
683,1,"1 2 4 4 4 -2 -4 2 4 -2 -1 4",24,1,-256
684,1,"1 2 -1 4 3 3 -2 -3 4 4 4 -3",48,1,-256
685,1,"1 2 3 4 -1 -2 4 -3 -3 4 4 3",48,1,0
686,1,"1 2 1 4 -2 -1 4 4 2 -1 4 -2",24,1,128
687,1,"1 2 1 -2 -1 4 4 4 4 2 -1 -2",24,1,256
688,1,"1 2 -1 4 1 2 -1 4 4 -2 -2 4",24,1,-256
689,1,"1 2 2 2 4 -1 -2 4 -2 4 4 -2",24,1,-256
690,1,"1 2 3 4 3 -1 4 -3 4 4 -3 -2",48,1,-128
691,1,"1 2 -1 4 4 3 -2 4 -3 -3 4 3",48,1,128
692,1,"1 2 3 -2 -3 -3 -1 4 4 3 4 4",48,1,0
693,1,"1 2 4 3 -1 -3 4 4 -3 -2 3 4",48,1,-128
694,1,"1 2 2 -4 -2 4 4 -2 -1 4 4 4",24,1,-512
695,1,"1 1 4 -1 -1 4 4 -1 -4 1 4 4",6,1,-512
696,1,"1 2 -1 4 3 2 4 4 4 -3 -2 -2",48,1,0
697,1,"1 2 4 2 4 -1 4 -2 4 4 -2 -4",24,1,-128
698,1,"1 2 1 4 2 -1 -2 -2 -1 4 4 4",24,1,256
699,1,"1 2 3 3 -1 4 4 -2 -3 -3 4 4",48,1,0
700,1,"1 2 1 4 -2 4 -1 2 4 -1 4 -2",24,1,128
701,1,"1 4 2 2 4 4 -2 -1 -4 -2 4 4",24,1,256
702,1,"1 2 4 -2 3 4 2 -3 4 -1 4 -2",48,1,0
703,1,"1 2 3 3 4 4 -1 -3 4 4 -3 -2",48,1,-256
704,1,"1 2 4 3 -1 -2 4 4 -3 -3 4 3",48,1,128
705,1,"1 2 -4 -4 -1 4 4 -2 4 4 4 4",24,1,-512
706,1,"1 2 -1 -1 2 4 4 1 4 -2 -2 4",24,1,256
707,1,"1 4 2 -1 4 4 4 -2 -4 2 4 -2",24,1,0
708,1,"1 2 4 -2 4 3 4 -3 -1 3 4 -3",48,1,64
